l,train_index,test_index,tau_f_rmse,tau_f_se,rmse,se
319.0,69206.0,4555.0,5.296200000000001,3.8402000000000003,0.7584132713324427,0.5751906901331771
320.0,156735.0,2633.0,2.6390000000000002,2.4752,0.880005935013217,0.7744104456584864
321.0,9145.0,2893.0,0.9828,0.8554,0.9194536017942507,0.8453949258524206
322.0,60914.0,4967.0,4.2042,2.0748,0.8146533221197525,0.6636600352407488
323.0,84506.0,1990.0,3.7674000000000003,2.3296,0.7568487555198838,0.5728200387319966
324.0,163497.0,1860.0,2.8574,2.6572,0.8496662729092506,0.7219327753194978
325.0,117208.0,4751.0,4.0768,3.8584,0.6208536270913434,0.385459226272477
326.0,1520.0,2933.0,3.4398,2.6936,0.8879593011631409,0.7884717205221327
327.0,105451.0,1800.0,12.994800000000001,12.1394,0.3906966812936315,0.15264389677385748
328.0,124171.0,2956.0,4.186,2.7118,0.7209920280665413,0.5198295045355045
329.0,79797.0,3323.0,4.0040000000000004,3.6582000000000003,0.7218913502722212,0.52112712159785
330.0,138903.0,209.0,4.4044,4.2224,0.9979241731953437,0.99585265544761
331.0,166603.0,4569.0,4.095000000000001,2.6390000000000002,0.915626950142951,0.8383727118280819
332.0,45731.0,3092.0,2.8756,2.7118,0.8894133308326594,0.7910560730628459
333.0,157259.0,397.0,4.0040000000000004,2.5844,0.5809290406203123,0.33747855023603657
334.0,13317.0,3461.0,3.7856,3.6036,0.8005863201508207,0.6409384560126322
335.0,14949.0,2241.0,3.9494000000000002,3.6036,0.7720897831913955,0.596122633308537
336.0,15336.0,1891.0,7.5712,6.1516,0.7659808334758126,0.5867266372522999
337.0,65523.0,336.0,3.7492,3.5126000000000004,0.8923811884387273,0.7963441854793161
338.0,84290.0,1548.0,4.914000000000001,3.9494000000000002,0.8514916976085474,0.7250381110962855
339.0,18082.0,4873.0,6.7522,3.4398,0.5270836758846386,0.2778172013840627
340.0,88858.0,1129.0,4.0768,0.5824,0.69941180003244,0.48917686602461785
341.0,43464.0,3197.0,5.642,3.6036,0.681284963020904,0.4641492008383946
342.0,75246.0,2700.0,4.5864,1.9474,0.7593633550646608,0.5766327050150588
343.0,87970.0,2816.0,7.5894,6.188000000000001,0.6764824654419925,0.4576285260504763
344.0,126156.0,267.0,2.6208,2.4206000000000003,0.8483877448408007,0.7197617655960599
345.0,62076.0,4724.0,2.912,2.7482,1.4413567419876847,2.077509257673349
346.0,40721.0,2741.0,4.3498,4.1496,0.8323704458185655,0.6928405590721975
347.0,165623.0,4038.0,5.7330000000000005,3.3852,0.59628166966401,0.3555518295772994
348.0,27020.0,3787.0,3.2214,3.0394,1.087665489282712,1.1830162165765992
349.0,161973.0,2345.0,3.8402000000000003,1.1466,0.7429346624491596,0.5519519126684468
350.0,106529.0,564.0,3.9494000000000002,1.8564,0.7157916764807273,0.5123577241190902
351.0,76264.0,175.0,5.2052000000000005,4.914000000000001,0.8643308875801184,0.7470678832250357
352.0,5912.0,195.0,5.642,4.0768,0.7084562714722865,0.501910288588414
353.0,155690.0,3011.0,3.9130000000000003,3.2942,0.7924765910431484,0.6280191473513693
354.0,12823.0,2776.0,0.7098,0.546,1.0477870271814074,1.0978576543296517
355.0,67856.0,1452.0,5.1324000000000005,4.2952,0.7172120556495152,0.5143931327690026
356.0,35751.0,3351.0,4.8776,2.8938,0.6082308015795698,0.36994470799012547
357.0,148391.0,3822.0,4.6592,2.6026000000000002,0.7769398756071408,0.6036355703084397
358.0,29170.0,519.0,5.0414,3.6218000000000004,0.8302838410274016,0.6893712566712162
359.0,71207.0,3931.0,4.368,2.912,0.6893019395073241,0.4751371638085588
360.0,83089.0,2077.0,1.0556,0.8736,0.76612177537552,0.5869425747045384
361.0,34178.0,4775.0,4.186,3.367,0.8828708220211735,0.7794608883763422
362.0,88463.0,1460.0,5.3508000000000004,4.0586,0.6680390693936298,0.4462761982363068
363.0,72555.0,390.0,4.0404,3.822,0.773765587575872,0.5987131845166345
364.0,114589.0,4360.0,3.6764,2.2204,0.8770368873361637,0.769193701748307
365.0,126187.0,2118.0,4.5682,2.4752,0.6591169963124277,0.43443521482791675
366.0,132328.0,1183.0,2.366,2.2022,0.7463107934134345,0.5569798003653907
367.0,173301.0,2992.0,3.4034,2.6754000000000002,0.6884966452239991,0.47402763048470137
368.0,139029.0,2620.0,4.6774000000000004,3.8584,0.64544923092229,0.41660470969817553
369.0,55697.0,2206.0,4.6592,3.7856,0.7914003240394173,0.6263144728896947
370.0,67510.0,691.0,2.3478000000000003,2.2022,0.8050959761952154,0.6481795308857272
371.0,49136.0,2440.0,4.4590000000000005,3.4944,0.8003758439203792,0.6406014915312584
372.0,91715.0,1578.0,4.3498,4.1496,0.7476127066196139,0.5589247590991048
373.0,172874.0,4014.0,3.9130000000000003,3.7310000000000003,0.7430291729466809,0.5520923518498286
374.0,13890.0,1025.0,4.4226,3.003,0.9101955974707195,0.8284560256550797
375.0,171854.0,2117.0,3.7674000000000003,3.0394,0.8946628962434795,0.8004216979147717
376.0,38202.0,4693.0,4.4954,3.7128,0.8562634120156647,0.7331870307567079
377.0,412.0,1561.0,3.5308,2.9484000000000004,0.9116981536552357,0.8311935233783656
378.0,113616.0,329.0,6.0606,3.9676,0.9013303645140545,0.8123964259950387
379.0,170073.0,4702.0,4.3862000000000005,4.186,0.7971395445152722,0.6354314534300155
380.0,98369.0,1341.0,5.3508000000000004,3.7310000000000003,0.8274942864871908,0.6847467941689445
381.0,2488.0,2568.0,5.587400000000001,4.732,0.6560275172644555,0.43037210340816556
382.0,115408.0,2527.0,5.824,2.4934000000000003,0.8313780844923131,0.6911895193741082
383.0,656.0,2273.0,3.9858000000000002,3.8038000000000003,0.9505779593503162,0.9035984568026132
384.0,47783.0,307.0,3.9494000000000002,3.7310000000000003,0.6737246673381129,0.4539049273798513
385.0,58100.0,1863.0,1.9292,1.7836,0.7742200528931229,0.5994166903018303
386.0,162655.0,2364.0,4.841200000000001,4.5682,0.6785182646092108,0.46038703540829473
387.0,147239.0,276.0,3.0758,2.8392,0.7891789104377247,0.6228033526796747
388.0,116734.0,3416.0,3.4762,3.185,1.9410296912248974,3.76759626221662
389.0,163232.0,2343.0,6.2972,2.4934000000000003,0.8277189060936324,0.6851185875048397
390.0,150424.0,253.0,4.2952,1.9474,0.7628422255483619,0.5819282610795772
391.0,60343.0,4673.0,5.369000000000001,4.5864,0.6455122617540924,0.4166860800748836
392.0,122071.0,1222.0,1.4742000000000002,1.3286,0.7543664524463468,0.5690687445764867
393.0,37193.0,2702.0,4.5682,2.2204,0.6117621105517382,0.3742528799067176
394.0,140062.0,2474.0,4.5864,4.3862000000000005,0.7403259351693455,0.5480824902843661
395.0,33403.0,4591.0,3.1668000000000003,2.9484000000000004,0.6021206049436554,0.3625492228977136
396.0,120926.0,3889.0,6.0606,5.2416,0.7686231670291657,0.5907815728939447
397.0,23794.0,4220.0,4.6228,3.185,0.75678700420151,0.5727265697282963
398.0,21744.0,2732.0,5.4964,1.5288000000000002,0.9125067329611076,0.8326685376993561
399.0,5472.0,4106.0,5.1688,4.8958,0.6141730337870873,0.37720851543123496
400.0,81435.0,2225.0,4.6592,4.4772,1.4633988878322706,2.141536304908728
401.0,149598.0,4023.0,3.7128,3.5126000000000004,0.7918290448622625,0.6269932362874823
402.0,120311.0,4931.0,2.8574,2.6208,1.000934703062697,1.0018702797952088
403.0,14569.0,4750.0,4.6774000000000004,2.6754000000000002,0.7594208799518753,0.5767200729068811
404.0,63356.0,1573.0,5.8058000000000005,4.2588,0.6081193731317137,0.3698091719781085
405.0,17271.0,584.0,2.6390000000000002,2.2386,0.8307273813501667,0.6901079821249059
406.0,121046.0,4463.0,7.5166,5.896800000000001,0.6526442850965092,0.4259445628691341
407.0,28567.0,3071.0,1.8928,1.6744,0.7504808749757148,0.5632215437043151
408.0,19704.0,2927.0,6.3518,3.1122,0.5618706866601049,0.31569866852789763
409.0,43853.0,4866.0,7.098000000000001,5.6784,0.6873060761509366,0.47238964231399694
410.0,72797.0,2209.0,4.313400000000001,1.4742000000000002,1.098357296331115,1.2063887504037967
411.0,91605.0,501.0,4.368,3.5854000000000004,0.8568316115093028,0.7341604104816293
412.0,1885.0,2853.0,2.4024,2.2204,0.901088806306215,0.8119610368503595
413.0,122006.0,1779.0,4.240600000000001,3.8402000000000003,0.8727367761114396,0.7616694803773888
414.0,104961.0,1819.0,5.915,3.8766000000000003,0.8583493248395496,0.7367635634525098
415.0,64817.0,2949.0,1.6016000000000001,1.456,0.7170548684288144,0.5141676843374642
416.0,13415.0,2269.0,4.6046000000000005,2.73,0.6704119042619773,0.4494521213761704
417.0,35410.0,2952.0,5.005,3.003,0.7710137309526891,0.5944621733175857
418.0,11823.0,755.0,4.0222,3.8038000000000003,0.7809371132668989,0.6098627748776373
419.0,154028.0,346.0,2.6390000000000002,2.4206000000000003,1.0432749875922578,1.0884226997356246
420.0,14139.0,1711.0,7.7896,7.5166,0.6777485002605569,0.4593430296054345
421.0,123215.0,3925.0,4.240600000000001,2.821,0.9651668406556125,0.9315470303011355
422.0,69428.0,3680.0,4.6046000000000005,3.6946000000000003,0.7756189019114598,0.6015846810023383
423.0,112528.0,2179.0,4.5682,2.5298000000000003,0.8853105724707145,0.7837748097284256
424.0,123429.0,3421.0,4.9322,3.4944,0.628985812303491,0.3956231520790822
425.0,35415.0,1143.0,5.551,4.1132,0.8573916625707032,0.7351204630457553
426.0,95328.0,2644.0,4.2042,2.7664,0.8048143448937785,0.6477261297468018
427.0,152427.0,3321.0,4.0222,3.6036,0.7918686405495391,0.6270559438857758
428.0,128394.0,4901.0,4.186,2.73,0.9469768230810769,0.8967651034527286
429.0,48739.0,3919.0,4.732,1.4014,0.6599967411882073,0.4355956983790537
430.0,58458.0,3292.0,4.0586,3.2214,0.8908783084403015,0.7936641604494524
431.0,143780.0,1219.0,5.2780000000000005,3.8402000000000003,0.7992256486626333,0.6387616374802074
432.0,47741.0,1314.0,6.570200000000001,1.5834000000000001,0.8696238124580525,0.7562455751940798
433.0,22216.0,2408.0,4.095000000000001,2.5662000000000003,0.7336382857286861,0.5382251342869255
434.0,100208.0,4974.0,5.0232,3.5490000000000004,0.6045120075524675,0.36543476727511476
435.0,169301.0,4999.0,4.1132,2.0202,0.835346699948449,0.697804109114764
436.0,37081.0,1452.0,5.005,2.9302,0.800627700630518,0.6410047150169104
437.0,146451.0,3769.0,2.4206000000000003,2.2568,1.1773001813207733,1.3860357169379247
438.0,127048.0,1644.0,4.641,3.185,0.8367239183621713,0.700106915559346
439.0,132843.0,266.0,5.0414,3.003,0.8078677867278405,0.6526503608325396
440.0,160905.0,3532.0,5.1142,3.1122,0.806584577476676,0.6505786806232281
441.0,58913.0,228.0,2.0020000000000002,1.8564,1.370302836268765,1.8777298630862216
442.0,26120.0,3315.0,1.4742000000000002,1.3104,0.99617472641853,0.992364085555034
443.0,52831.0,23.0,3.3488,2.3296,0.981472516540167,0.9632883007236882
444.0,87107.0,2944.0,6.2972,4.8048,0.876810492267197,0.7687966393498445
445.0,69553.0,2536.0,4.095000000000001,3.8948,0.7391975360871857,0.5464129973573661
446.0,157176.0,4100.0,4.5682,4.368,0.8962331436855345,0.8032338478404566
447.0,137833.0,153.0,2.4024,2.2204,0.8000736650773167,0.6401178695502507
448.0,90515.0,3409.0,5.4964,5.2416,0.7282803426545874,0.5303922574970836
449.0,25942.0,1254.0,3.1304000000000003,2.9666,0.9005603664144376,0.8110089735565055
450.0,96280.0,4231.0,2.8028,2.5116,0.9409819636122824,0.8854470558436269
451.0,62432.0,2572.0,4.1496,3.7128,1.033017198897598,1.0671245332182393
452.0,115077.0,1366.0,4.2042,2.093,1.4521914752033707,2.108860080653341
453.0,57983.0,45.0,5.7512,4.732,0.7615933588603327,0.5800244442601639
454.0,118720.0,4802.0,3.9312,1.911,0.7714957128163231,0.5952056348939668
455.0,135222.0,607.0,2.821,2.6390000000000002,0.9045334276681862,0.8181807217691579
456.0,118326.0,3059.0,5.46,2.0566,0.5055100375972578,0.25554039811158075
457.0,118484.0,1155.0,4.167800000000001,2.0566,0.7834611249959391,0.613811334379903
458.0,163163.0,1390.0,4.4226,2.0748,0.8658429383088062,0.7496839938192273
459.0,34837.0,2388.0,4.5318000000000005,1.1648,0.8518348229985402,0.725622565672954
460.0,57448.0,4050.0,1.82,1.6380000000000001,0.9374956582145945,0.8788981091712147
461.0,47091.0,1622.0,4.4590000000000005,1.7654,1.0406456587429977,1.0829433870606464
462.0,116196.0,4821.0,4.5864,3.185,0.8230907892312842,0.6774784473173782
463.0,140968.0,3896.0,2.7118,2.4024,0.8814357624274786,0.7769290032861109
464.0,127060.0,4086.0,5.4782,4.0768,0.664550311796994,0.4416271169094817
465.0,103210.0,1209.0,10.3922,9.009,0.6093891961082535,0.3713551923334634
466.0,81735.0,3310.0,4.5682,2.4752,0.7998024866845177,0.6396840177067384
467.0,156157.0,2814.0,3.003,2.7482,0.8770143059322187,0.7691540928097723
468.0,123343.0,2013.0,2.548,2.4024,0.9964490273737666,0.9929106641541249
469.0,98004.0,806.0,2.4934000000000003,2.3478000000000003,0.8074070260744088,0.6519061057543212
470.0,85104.0,4665.0,5.824,3.0758,0.6283999434629339,0.3948864889442189
471.0,24197.0,1356.0,2.4388,2.275,0.8169943347893698,0.6674797430779242
472.0,47506.0,4217.0,3.9858000000000002,2.548,0.8485755970073373,0.7200805438363596
473.0,51435.0,3530.0,5.2052000000000005,3.7492,0.8003012000002439,0.6404820107218302
474.0,51906.0,970.0,3.8402000000000003,2.9848000000000003,0.8115887957452917,0.6586763733792932
475.0,162588.0,3482.0,5.4054,5.2234,1.0294107320229635,1.0596864552040532
476.0,68540.0,4995.0,3.2942,3.1304000000000003,0.6781080625901834,0.4598305445498119
477.0,132731.0,1911.0,3.7128,3.458,0.875667455418884,0.7667934924797839
478.0,44161.0,2167.0,3.1668000000000003,2.9848000000000003,0.8611569833216801,0.741591349923697
479.0,169266.0,2773.0,5.642,4.186,0.8602807448234551,0.7400829599139985
480.0,345.0,1496.0,3.8038000000000003,3.5490000000000004,0.9312611665498151,0.8672473603237225
481.0,48007.0,2115.0,6.097,4.5682,0.5457151055171555,0.2978049763895999
482.0,65031.0,2358.0,4.2952,3.4944,0.8886411529196612,0.789683098662385
483.0,3406.0,745.0,5.514600000000001,4.0586,0.6198676465716595,0.3842358992662879
484.0,171937.0,309.0,2.6754000000000002,2.5116,0.6875775972224671,0.472762952202221
485.0,174112.0,3849.0,6.333600000000001,4.8958,0.7033541904925903,0.494707117283487
486.0,41973.0,361.0,4.0404,3.2396000000000003,0.6634958086260266,0.44022668806430476
487.0,97901.0,610.0,4.2224,4.0404,1.003722182465464,1.0074582195732347
488.0,53028.0,1971.0,4.4954,3.7128,0.7913622033632529,0.6262541369119426
489.0,169754.0,4270.0,3.9494000000000002,1.9474,0.7518205905273605,0.5652342003409099
490.0,23961.0,1349.0,6.497400000000001,6.260800000000001,0.5559588345937551,0.3090902257628462
491.0,49330.0,4858.0,4.240600000000001,2.8028,0.6686831842405309,0.44713720088605524
492.0,102272.0,3309.0,5.1142,1.8018,0.6774016841951721,0.45887304175045573
493.0,169648.0,3197.0,5.096,3.6036,0.8310280374946964,0.6906075991022869
494.0,128248.0,4563.0,3.2760000000000002,3.0940000000000003,0.6971414914128442,0.4860062590493247
495.0,133726.0,4876.0,4.095000000000001,3.9130000000000003,0.6852196305027639,0.46952594202634446
496.0,161732.0,301.0,4.5318000000000005,4.1496,0.7548462657099627,0.5697928848562759
497.0,89715.0,1473.0,3.7310000000000003,3.5490000000000004,0.6679048082435036,0.44609683287479157
498.0,144484.0,4599.0,4.240600000000001,2.6936,0.6593519039921784,0.43474493329811087
499.0,37983.0,1502.0,2.6390000000000002,2.4570000000000003,0.8677225113588847,0.7529423567189701
