epoch,loss,change,lr,time
0,138108.745078125,,0.0001,1.216369390487671
1,104459.148671875,-0.2436456604338501,0.0001,1.2148783206939697
2,78885.1847265625,-0.24482263421124487,0.0001,1.1998648643493652
3,60558.0520703125,-0.2323266747714013,0.0001,1.1960604190826416
4,47348.6290234375,-0.21812826858330678,0.0001,1.2768352031707764
5,37505.6166015625,-0.20788378934905852,0.0001,1.3669288158416748
6,30053.636171875,-0.19868971916534348,0.0001,1.3671226501464844
7,24321.158125,-0.19074157995695729,0.0001,1.2014102935791016
8,19896.5401171875,-0.18192464294142255,0.0001,1.2157206535339355
9,16444.309326171875,-0.17350910111419,0.0001,1.2275018692016602
10,13708.6214453125,-0.16636076508883244,0.0001,1.1983253955841064
11,11492.52748046875,-0.1616569524283943,0.0001,1.2114908695220947
12,9674.279526367187,-0.1582113209815359,0.0001,1.2186431884765625
13,8179.028188476563,-0.15455945156591003,0.0001,1.2042129039764404
14,6932.789477539062,-0.15237002272388875,0.0001,1.24420166015625
15,5887.26203125,-0.15080905740414804,0.0001,1.3434529304504395
16,5012.591069335937,-0.14857007506566686,0.0001,1.5459256172180176
17,4277.021672363281,-0.14674434574813694,0.0001,1.2258343696594238
18,3655.38451171875,-0.14534346754924052,0.0001,1.2352211475372314
19,3129.169279785156,-0.14395619126978504,0.0001,1.2351572513580322
20,2681.9692028808595,-0.14291335396690352,0.0001,1.1862385272979736
21,2300.6949462890625,-0.14216205621684547,0.0001,1.192373275756836
22,1976.9288696289063,-0.14072533917735555,0.0001,1.1894547939300537
23,1703.31126953125,-0.13840538438240205,0.0001,1.213407039642334
24,1468.2889715576173,-0.13797965303095228,0.0001,1.2019069194793701
25,1268.284956665039,-0.13621570328925528,0.0001,1.3215370178222656
26,1100.3479705810546,-0.13241266105179986,0.0001,1.537165641784668
27,956.1951104736328,-0.13100661241852413,0.0001,1.3150277137756348
28,831.2316687011719,-0.1306882250324023,0.0001,1.2158284187316895
29,725.3799035644531,-0.12734327759927122,0.0001,1.1953787803649902
30,634.9186083984375,-0.12470885217731664,0.0001,1.1976609230041504
31,557.096937866211,-0.12256952230228267,0.0001,1.2110860347747803
32,489.7267965698242,-0.12093073344547077,0.0001,1.2227365970611572
33,431.6649217224121,-0.11855972606378255,0.0001,1.2236180305480957
34,381.4302731323242,-0.1163741737216997,0.0001,1.2136213779449463
35,337.86567840576174,-0.11421378373774023,0.0001,1.2721614837646484
36,299.99323120117185,-0.11209320633955236,0.0001,1.3694260120391846
37,267.01267959594725,-0.10993765250359347,0.0001,1.3666980266571045
38,238.21493064880372,-0.10785161585105724,0.0001,1.1988375186920166
39,212.98654586791992,-0.10590597622143838,0.0001,1.1962757110595703
40,190.81198936462403,-0.1041124753346959,0.0001,1.209289312362671
41,171.25809379577638,-0.10247728999608074,0.0001,1.2055394649505615
42,153.9653122329712,-0.10097497396780937,0.0001,1.297811508178711
43,138.63184886932373,-0.09959037617801715,0.0001,1.430295705795288
44,125.00244495391846,-0.09831365610836322,0.0001,1.3803162574768066
45,112.86463747024536,-0.09710056061821545,0.0001,1.2901017665863037
46,102.03911024093628,-0.0959160235832328,0.0001,1.5928757190704346
47,92.37131128311157,-0.09474601390581477,0.0001,1.2577455043792725
48,83.72460926055908,-0.09360809002755148,0.0001,1.186002254486084
49,75.97973169326782,-0.09250419483223203,0.0001,1.2068307399749756
50,69.03277916908264,-0.09143165380249313,0.0001,1.201141357421875
51,62.79356699943543,-0.09038042861298479,0.0001,1.2161023616790771
52,57.18378197193146,-0.08933693840890429,0.0001,1.1950340270996094
53,52.13646809577942,-0.08826477896529303,0.0001,1.2030916213989258
54,47.593218069076535,-0.08714149984913676,0.0001,1.2110390663146973
55,43.50012113571167,-0.08600168468171586,0.0001,1.3089416027069092
56,39.808193542957305,-0.08487166233942872,0.0001,1.4038074016571045
57,36.473549919128416,-0.08376777057794524,0.0001,1.337864637374878
58,33.45669485807419,-0.08271350246256265,0.0001,1.2177679538726807
59,30.722347671985627,-0.08172795303564401,0.0001,1.2008917331695557
60,28.23923323750496,-0.0808243712685054,0.0001,1.2145729064941406
61,25.98020987033844,-0.0799959173171272,0.0001,1.196659803390503
62,23.921836534738542,-0.07922851069613339,0.0001,1.2014951705932617
63,22.043437941074373,-0.07852234049573985,0.0001,1.2438836097717285
64,20.326471347808837,-0.07789014571389731,0.0001,1.199716329574585
65,18.754960860013963,-0.07731349238658096,0.0001,1.2599754333496094
66,17.31466826081276,-0.07679528685511378,0.0001,1.461294412612915
67,15.993257449269295,-0.07631742009947329,0.0001,1.4316647052764893
68,14.780041568279266,-0.07585795982077805,0.0001,1.1955981254577637
