epoch,loss,change,lr,time
0,124111.640546875,,0.0001,4.144628286361694
1,83983.7484375,-0.32332093857239225,0.0001,4.178255558013916
2,62361.254296875,-0.25746045565846926,0.0001,4.535349130630493
3,48438.74875,-0.22325570105751824,0.0001,4.099907398223877
4,38535.81265625,-0.20444244224516642,0.0001,4.07796835899353
5,31124.00021484375,-0.19233569841958814,0.0001,4.630258083343506
6,25428.64361328125,-0.18298922253721916,0.0001,4.146085500717163
7,20998.561240234376,-0.17421622798366893,0.0001,4.109714984893799
8,17473.20771484375,-0.16788547963161682,0.0001,4.778882265090942
9,14641.96939453125,-0.16203311758878253,0.0001,4.374654293060303
10,12326.430190429688,-0.15814397241988581,0.0001,4.191277265548706
11,10403.197568359376,-0.1560251096512534,0.0001,4.607054233551025
12,8818.148139648438,-0.15236175399876656,0.0001,4.085742950439453
13,7496.342993164062,-0.14989600146784032,0.0001,4.103111267089844
14,6389.5559594726565,-0.14764359564399443,0.0001,4.729730606079102
15,5451.794606933594,-0.1467647139311474,0.0001,4.105312347412109
16,4656.622563476562,-0.14585509924488563,0.0001,4.072044134140015
17,3990.103505859375,-0.1431335798707238,0.0001,4.574495792388916
18,3420.413245849609,-0.14277580999419914,0.0001,4.11219596862793
19,2939.4870422363283,-0.14060470739810324,0.0001,4.13481593132019
20,2527.982001953125,-0.13999212596294866,0.0001,4.5957465171813965
21,2181.56333984375,-0.13703367422779555,0.0001,4.153041124343872
22,1883.7760803222657,-0.1365017710385675,0.0001,4.103094577789307
23,1632.2483972167968,-0.13352313246404476,0.0001,4.548891544342041
24,1414.6160620117187,-0.13333285275462395,0.0001,4.112663745880127
25,1230.9820922851563,-0.12981187946177944,0.0001,4.086395740509033
26,1071.5710546875,-0.12949907118610532,0.0001,4.561831474304199
27,935.3370993041992,-0.12713478475118983,0.0001,4.102880477905273
28,818.3229067993165,-0.1251037648265316,0.0001,4.113650798797607
29,716.8679623413086,-0.1239791085096539,0.0001,4.7111921310424805
30,629.374353942871,-0.12204982367001208,0.0001,4.129992246627808
31,553.1330709838867,-0.12113821048053836,0.0001,4.109012603759766
32,487.18482696533204,-0.11922672405258478,0.0001,4.53348445892334
33,430.5011454772949,-0.11634943937215579,0.0001,4.10299015045166
34,381.9285127258301,-0.11282811500446192,0.0001,4.114296197891235
35,337.9386562347412,-0.11517824678009134,0.0001,4.443498849868774
36,300.55853271484375,-0.11061215646762887,0.0001,4.199145793914795
37,268.1367672729492,-0.10787171852696936,0.0001,4.099868535995483
38,240.03661041259767,-0.10479785053777073,0.0001,4.744348526000977
